Article,Area,BU - Positions,Fees 01/26,Fees 02/26,Fees 03/26,Fees 04/26,Fees 05/26,Fees 06/26,Fees 07/26,Fees 08/26,Fees 09/26,Fees 10/26,Fees 11/26,Fees 12/25,Fees 12/26,Market,Nb pos.,Site,Sold pos. 02/26,Tags,Topic,Traffic 30 days (18/09),Traffic 30 days (19/02),Traffic July,URL
Novas casas de apostas,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-162258225041811897bdd01e171dc5a5?pvs=21), 2 (https://www.notion.so/2-1622582250418119be9fef77c94413de?pvs=21), 3 (https://www.notion.so/3-16225822504181488543fded70082ddd?pvs=21), 4 (https://www.notion.so/4-16225822504181c39390e7022441c5d8?pvs=21), 5 (https://www.notion.so/5-16225822504181ea99c2faa13016bdd3?pvs=21), 6 (https://www.notion.so/6-162258225041811a9863c7be2a4c0060?pvs=21), 7 (https://www.notion.so/7-16525822504180639f33e70c6a13580a?pvs=21), 8 (https://www.notion.so/8-16525822504180089eeaf8e8c0e80a1d?pvs=21), 9 (https://www.notion.so/9-1652582250418034882af5f001a3b54d?pvs=21), 10 (https://www.notion.so/10-16525822504180539093ff9ef65113c5?pvs=21)",100,100,100,0,0,0,0,0,0,0,0,100,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),1,,Sports betting,379,631,,https://www.umdoisesportes.com.br/apostas/apostas-esportivas/novas-casas-de-apostas/
Novos cassinos online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181ac817edead1db9d3ea?pvs=21), 2 (https://www.notion.so/2-16225822504181d398d6db6382d5af1f?pvs=21), 3 (https://www.notion.so/3-1622582250418199aa28dd7842d5510d?pvs=21), 4 (https://www.notion.so/4-1622582250418175a5c5cfb2bd495612?pvs=21), 5 (https://www.notion.so/5-162258225041816980f6f8d8a3a96aa1?pvs=21), 6 (https://www.notion.so/6-16225822504181799eecce8154f083cc?pvs=21), 7 (https://www.notion.so/7-1622582250418174b4cfc9fe15f9c1e3?pvs=21), 8 (https://www.notion.so/8-162258225041819a9813cd65a5b1b61e?pvs=21), 9 (https://www.notion.so/9-16225822504181f998dbe3d50e267764?pvs=21), 10 (https://www.notion.so/10-16225822504181d188f2c9dbca0b4f5e?pvs=21)",3150,2600,900,0,0,0,0,0,0,0,0,3850,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),4,,Casino,"2,141","1,981","1,844",https://www.umdoisesportes.com.br/apostas/cassino/novos-cassinos-online/
Sites de apostas confiáveis,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16225822504181e3b366d108ec0916f0?pvs=21), 2 (https://www.notion.so/2-1622582250418170862ce6021bd8a997?pvs=21), 3 (https://www.notion.so/3-16225822504181f098ffde7f6d4a9c77?pvs=21), 4 (https://www.notion.so/4-162258225041810f8f8fe6c031f60fa3?pvs=21), 5 (https://www.notion.so/5-16225822504181ec879ff90f04a6df59?pvs=21), 6 (https://www.notion.so/6-162258225041816799ecde760d5df27b?pvs=21), 7 (https://www.notion.so/7-162258225041815d8574e57bc13437e3?pvs=21), 8 (https://www.notion.so/8-16225822504181b8a98fc39c2e7c7d18?pvs=21), 9 (https://www.notion.so/9-16225822504181c7ae63e0648413a4a9?pvs=21), 10 (https://www.notion.so/10-16225822504181598959dff4fa9a65c0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,,Sports betting,37,142,90,https://www.umdoisesportes.com.br/apostas/apostas-esportivas/sites-de-apostas-confiaveis/
Casinos Online com 10€ Grátis de Bónus,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-1652582250418029a123f8f9657dcae6?pvs=21), 2 (https://www.notion.so/2-16525822504180549396d72a831ce86a?pvs=21), 3 (https://www.notion.so/3-1652582250418030b48fd2423b027890?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),3,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,Bonus,Casino,275,,75,https://observador.pt/prognosticos/casinos-online-10-euros-gratis/
Cassinos com depósito mínimo de 1 real,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-165258225041803088e3d653f7950e37?pvs=21), 2 (https://www.notion.so/2-16525822504180299a4be4d4c067bf63?pvs=21), 3 (https://www.notion.so/3-16525822504180d2b1dfe6b2da8d25fe?pvs=21), 4 (https://www.notion.so/4-16525822504180eeb0f7e53938e03b5a?pvs=21), 5 (https://www.notion.so/5-16525822504180eca386dd16697f7a9a?pvs=21), 6 (https://www.notion.so/6-1652582250418062a734d8f05fdc85bf?pvs=21), 7 (https://www.notion.so/7-16525822504180288630eb774d70d711?pvs=21), 8 (https://www.notion.so/8-165258225041804cb506dea4771d5c89?pvs=21), 9 (https://www.notion.so/9-165258225041805ba56dd216bebda5cb?pvs=21), 10 (https://www.notion.so/10-165258225041805989a5e1dd7e20a832?pvs=21)",1100,1300,1300,0,0,0,0,0,0,0,0,2100,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),2,Payment,Casino,711,0,"4,178",https://placar.com.br/apostas/cassinos-online/1-real/
Casas de apostas com saque rápido,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16525822504180db8ed7fe9db013e535?pvs=21), 2 (https://www.notion.so/2-16525822504180c8ba83c689ce4d379d?pvs=21), 3 (https://www.notion.so/3-16525822504180f4a1a2f7c86c8294fa?pvs=21), 4 (https://www.notion.so/4-16525822504180619d98f912a8db858b?pvs=21), 5 (https://www.notion.so/5-16525822504180e2bcfde4e128c8978c?pvs=21), 6 (https://www.notion.so/6-1652582250418018878ee6ec49441516?pvs=21), 7 (https://www.notion.so/7-165258225041802082b9f6a80ff9777f?pvs=21), 8 (https://www.notion.so/8-16525822504180a088bee92115e343a6?pvs=21), 9 (https://www.notion.so/9-1652582250418088969df19e57a1acae?pvs=21), 10 (https://www.notion.so/10-16525822504180fab791d9d2d3689945?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Payment,Sports betting,73,45,315,https://placar.com.br/apostas/casas/saque-rapidos/
Apps de cassino online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16525822504180b28c87e6d96cceb719?pvs=21), 2 (https://www.notion.so/2-165258225041809f9ae3dc6a9a79f037?pvs=21), 3 (https://www.notion.so/3-165258225041806fbadad5c18b93b478?pvs=21), 4 (https://www.notion.so/4-16525822504180349c85c7353f670ced?pvs=21), 5 (https://www.notion.so/5-16525822504180158630ff2b85a15bc7?pvs=21), 6 (https://www.notion.so/6-16525822504180488d63fb918de757b9?pvs=21), 7 (https://www.notion.so/7-1652582250418025af10d6eb798d2556?pvs=21), 8 (https://www.notion.so/8-16525822504180d78364c5e14b880ae3?pvs=21), 9 (https://www.notion.so/9-1652582250418079a73beb4e9c695dba?pvs=21), 10 (https://www.notion.so/10-16525822504180c8bb85c80b24925b4c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Apps,Casino,,70,2,https://placar.com.br/apostas/cassinos-online/apps/
Novos cassinos online,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16525822504180129f1fd14fa5f52ee4?pvs=21), 2 (https://www.notion.so/2-165258225041801cbc03d8a40bf56e63?pvs=21), 3 (https://www.notion.so/3-1652582250418061ad8ac37c3eb179a2?pvs=21), 4 (https://www.notion.so/4-1652582250418090948ee91c4e9cbee1?pvs=21), 5 (https://www.notion.so/5-16525822504180dcb184dd62d100806c?pvs=21), 6 (https://www.notion.so/6-16525822504180dca14eef4393a420f5?pvs=21), 7 (https://www.notion.so/7-16525822504180fdb294e771ee2fd13b?pvs=21), 8 (https://www.notion.so/8-1652582250418048bac0fa2a2dd35ed3?pvs=21), 9 (https://www.notion.so/9-1652582250418047a6bac9fb6fdcee17?pvs=21), 10 (https://www.notion.so/10-165258225041803cbc68ddc66a42cda1?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,,Casino,10,1,75,https://placar.com.br/apostas/cassinos-online/novos/
Cassinos que pagam via Pix,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"2 (https://www.notion.so/2-1652582250418061a982d5d2578514d5?pvs=21), 3 (https://www.notion.so/3-16525822504180c88330ff08d6280838?pvs=21), 4 (https://www.notion.so/4-165258225041809a9fbfeb3305e14df4?pvs=21), 5 (https://www.notion.so/5-16525822504180018dbfed5456119ddb?pvs=21), 6 (https://www.notion.so/6-165258225041802dad94f831428f0647?pvs=21), 7 (https://www.notion.so/7-165258225041809eaa8ef7d275642af3?pvs=21), 8 (https://www.notion.so/8-16525822504180ad8024c35a9d0ebd1b?pvs=21), 9 (https://www.notion.so/9-1652582250418036acd2f2575275f783?pvs=21), 10 (https://www.notion.so/10-16525822504180ca8289deb68cb336e8?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),9,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Payment,Casino,60,8,127,https://placar.com.br/apostas/cassinos-online/pix/
Casas de Apostas PT,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"2 (https://www.notion.so/2-16525822504180e8aaf5c1e3062b1781?pvs=21), 3 (https://www.notion.so/3-16525822504180d499b8ed8d5920f8c1?pvs=21), 4 (https://www.notion.so/4-16525822504180af8b33c59dcf187dc2?pvs=21), 5 (https://www.notion.so/5-16525822504180049f0ac7e07d76c2b5?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),4,Futdados (https://www.notion.so/Futdados-3c5cc9a5e37c453480d5e7b23b744f53?pvs=21),0,,Sports betting,,,1,https://futdados.com/pt/
Casinos Online PT,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-165258225041806fb36eee1cb27fc98a?pvs=21), 2 (https://www.notion.so/2-165258225041807f85b4e41098b7b070?pvs=21), 3 (https://www.notion.so/3-16525822504180d89481dff6bbefaa1d?pvs=21), 4 (https://www.notion.so/4-16525822504180d3bab3d3b046f467ed?pvs=21), 5 (https://www.notion.so/5-16525822504180cca808f179a57b58c1?pvs=21), 6 (https://www.notion.so/6-16525822504180af8bdec7a426618123?pvs=21), 7 (https://www.notion.so/7-16525822504180308f7ef6863715d064?pvs=21), 8 (https://www.notion.so/8-16525822504180dc80e4f9a4159d3333?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),8,Futdados (https://www.notion.so/Futdados-3c5cc9a5e37c453480d5e7b23b744f53?pvs=21),0,,Casino,,,5,https://futdados.com/pt/casinos-online-portugal/
Casas de apostas AO,https://www.notion.so/2c625822504180aaaf8ceae8a064a572,"1 (https://www.notion.so/1-165258225041808a9eeacaf5735f1dc3?pvs=21), 2 (https://www.notion.so/2-16525822504180c6a665e984cae32398?pvs=21), 3 (https://www.notion.so/3-16525822504180daa77bea6600069902?pvs=21), 4 (https://www.notion.so/4-16525822504180079dc4de45c995edbc?pvs=21), 1 (https://www.notion.so/1-1652582250418016a7aac24b87ec14fa?pvs=21), 1 (https://www.notion.so/1-16525822504180e2886dc6833e91e3dd?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Angola (https://www.notion.so/Angola-16125822504180dc94f4d174cb572955?pvs=21),6,Futdados (https://www.notion.so/Futdados-3c5cc9a5e37c453480d5e7b23b744f53?pvs=21),0,,Sports betting,,,,https://futdados.com/pt-ao/
Apps de apostas AO,https://www.notion.so/2c625822504180aaaf8ceae8a064a572,"1 (https://www.notion.so/1-1652582250418060a555f72e3ad82cba?pvs=21), 2 (https://www.notion.so/2-16525822504180929c07e43fb3dce20a?pvs=21), 3 (https://www.notion.so/3-165258225041800eb44fee8e78f67f82?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Angola (https://www.notion.so/Angola-16125822504180dc94f4d174cb572955?pvs=21),3,Futdados (https://www.notion.so/Futdados-3c5cc9a5e37c453480d5e7b23b744f53?pvs=21),0,Apps,Sports betting,,,4,https://futdados.com/pt-ao/melhores-apps-de-apostas/
Cassinos com depósito mínimo de 5 reais,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-165258225041801c863be8b0c448b552?pvs=21), 2 (https://www.notion.so/2-16525822504180b38429f9478a2bce60?pvs=21), 3 (https://www.notion.so/3-16525822504180a69271c158d5a9a640?pvs=21), 4 (https://www.notion.so/4-165258225041800bac87de8d719982a6?pvs=21), 5 (https://www.notion.so/5-16525822504180aba8e2c2abebd70d6b?pvs=21), 6 (https://www.notion.so/6-16525822504180aa8ba5fbcf63b78463?pvs=21), 7 (https://www.notion.so/7-16525822504180d68c59c95ca69c9a28?pvs=21), 8 (https://www.notion.so/8-165258225041807db762cc661e5b465b?pvs=21), 9 (https://www.notion.so/9-16525822504180b4b566e8ea6e46c1f8?pvs=21), 10 (https://www.notion.so/10-16525822504180f988bdd9af49a2b52a?pvs=21)",400,400,400,0,0,0,0,0,0,0,0,400,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),1,Payment,Casino,46,2,409,https://placar.com.br/apostas/cassinos-online/5-reais/
Casas de Apostas com Melhores Odds,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-16525822504180b7928dfb44a89a5b05?pvs=21), 2 (https://www.notion.so/2-16525822504180ecb6c7fd687f4db5c5?pvs=21), 3 (https://www.notion.so/3-16525822504180208d7bebd07d8be5db?pvs=21), 4 (https://www.notion.so/4-1652582250418007947dd55aa7844813?pvs=21), 5 (https://www.notion.so/5-16525822504180938450d0b4e7f51ba8?pvs=21), 6 (https://www.notion.so/6-165258225041808cac05ea8200df553c?pvs=21), 7 (https://www.notion.so/7-16525822504180f8954bf389d540a317?pvs=21), 8 (https://www.notion.so/8-16525822504180b88ebec8d83b85ab00?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),8,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Sports betting,84,,36,https://observador.pt/prognosticos/casas-de-apostas-com-melhores-odds/
Jogos de caça-níqueis (slots),https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-16f25822504180a38167cb5923750114?pvs=21), 2 (https://www.notion.so/2-16f25822504180ac9165c8e67e2e0f3d?pvs=21), 3 (https://www.notion.so/3-16f258225041808b8023da0abec23253?pvs=21), 4 (https://www.notion.so/4-16f25822504180f090a2e17ce09dd94d?pvs=21), 5 (https://www.notion.so/5-16f2582250418018b049da6fb9f4e7ab?pvs=21), 6 (https://www.notion.so/6-16f25822504180fc864efd317993cf7e?pvs=21), 7 (https://www.notion.so/7-16f2582250418056889ddcf38500eb90?pvs=21), 8 (https://www.notion.so/8-16f2582250418049bb1be4390bc8c435?pvs=21), 9 (https://www.notion.so/9-16f258225041807cb7a7cd38a104e9ae?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),9,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Games,Casino,,0,3,https://placar.com.br/apostas/cassinos-online/jogos/slots/
Jogos de cassino para celular,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"2 (https://www.notion.so/2-3f177cd95dcc4d73a35394686d09c43d?pvs=21), 3 (https://www.notion.so/3-ebf4cb14f3f04b5d8937a4f669278e47?pvs=21), 4 (https://www.notion.so/4-a119013a8e984f2388bd430466b2ba38?pvs=21), 5 (https://www.notion.so/5-14f831d0d72a4e838be340b44183bbb4?pvs=21), 6 (https://www.notion.so/6-1a26c99c922a45549ab1de7b5598013d?pvs=21), 7 (https://www.notion.so/7-79a7d626cf734fcfa99502e0cda5414b?pvs=21), 8 (https://www.notion.so/8-bafd7bd8afd1433d85961a24324086be?pvs=21), 9 (https://www.notion.so/9-91328a0646a9407191d63eb06d14514b?pvs=21), 10 (https://www.notion.so/10-41e72f294c5c4298ba4a8289bf1208e8?pvs=21), 1 (https://www.notion.so/1-803ad16c7b924172b637789fa0497d4f?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Games,Casino,4,0,17,https://placar.com.br/apostas/cassinos-online/jogos/jogos-para-celular/
Sites de apostas confiáveis,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"2 (https://www.notion.so/2-17b25822504180f89b06c03fd0d243ee?pvs=21), 3 (https://www.notion.so/3-17b2582250418047a5cbf569ad0d07cb?pvs=21), 4 (https://www.notion.so/4-17b25822504180839b4bdb8457402b0e?pvs=21), 5 (https://www.notion.so/5-17b25822504180f9bf7ee6b7352cf683?pvs=21), 6 (https://www.notion.so/6-17b25822504180888878c86358575b14?pvs=21), 7 (https://www.notion.so/7-17b2582250418010b199ea0646174884?pvs=21), 8 (https://www.notion.so/8-17b25822504180b0b9e8e9a3a8ad6172?pvs=21), 9 (https://www.notion.so/9-17b25822504180898366c33062b432d9?pvs=21), 10 (https://www.notion.so/10-17b25822504180ac8d77dd5433aa8b11?pvs=21), 1 (https://www.notion.so/1-17b25822504180bdab7fefcdf2c3a86a?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),10,Trivela (https://www.notion.so/Trivela-4ac3c78012d94951836307a829f1608b?pvs=21),0,,Sports betting,14,19,19,https://trivela.com.br/apostas/casas/sites-de-apostas-confiaveis/
Novos Casinos Online em Portugal,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-18125822504180d98551f58779a2a61e?pvs=21), 2 (https://www.notion.so/2-18125822504180bb97ffcd91b8f9b57b?pvs=21), 4 (https://www.notion.so/4-18125822504180148e19eb701d7e83a8?pvs=21), 3 (https://www.notion.so/3-18125822504180368c0bcba3eac55799?pvs=21), 5 (https://www.notion.so/5-1812582250418002952fc555d29e9877?pvs=21), 6 (https://www.notion.so/6-1a42582250418054b987cb6d4b2de68e?pvs=21), Untitled (https://www.notion.so/20825822504180e0a9f9fbdcc6e2687f?pvs=21)",2500,1000,1000,0,0,0,0,0,0,0,0,2500,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),7,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),2,,Casino,413,,483,https://observador.pt/prognosticos/novos-casinos-online/
Roleta Online nos Casinos,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-18125822504180d9a5f6ea5a18c7b6b1?pvs=21), 2 (https://www.notion.so/2-181258225041807bb319cb0bc15f4180?pvs=21), 3 (https://www.notion.so/3-18125822504180da8729cfa39b7a5603?pvs=21), 4 (https://www.notion.so/4-18125822504180a2b288d00d8c238dca?pvs=21), 5 (https://www.notion.so/5-18125822504180e0b8f5d56bae4b8249?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),5,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Casino,56,,70,https://observador.pt/prognosticos/roleta-online/
Apostas no Campeonato Paranaense,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-181258225041806b94c9c336d529f6e6?pvs=21), 2 (https://www.notion.so/2-1812582250418041a704d040a8ba9ab7?pvs=21), 3 (https://www.notion.so/3-181258225041802b8ebae0d04c5b7386?pvs=21), 5 (https://www.notion.so/5-18125822504180b18b60d6ae1fdfc5af?pvs=21), 4 (https://www.notion.so/4-1812582250418030b99ffc74b74faf3c?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),5,UmDois Esportes (https://www.notion.so/UmDois-Esportes-4a935835ea9d4a99ad9c6bc9d3e72fbe?pvs=21),0,Tips,Sports betting,6,,17,https://www.umdoisesportes.com.br/apostas/apostas-esportivas/campeonato-paranaense/
Como jogar Sweet Bonanza,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-18125822504180ecbc1dea6480095019?pvs=21), 2 (https://www.notion.so/2-18125822504180dbbb28e24dc7943c74?pvs=21), 3 (https://www.notion.so/3-18125822504180f8ac39c182e9cce97e?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),3,Placar (https://www.notion.so/Placar-04c70f17692b41cf854a3ab1d5b1b83a?pvs=21),0,Games,Casino,,,,https://placar.com.br/apostas/cassinos-online/jogos/slots/sweet-bonanza/
Casas de Apostas com Bónus,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-18125822504180fbb858d72c64e4ec33?pvs=21), 2 (https://www.notion.so/2-18125822504180a09038dd43747b9b80?pvs=21), 3 (https://www.notion.so/3-181258225041806f86e4c6f4c49bcbd2?pvs=21), 4 (https://www.notion.so/4-1812582250418066812cddd8a3775d56?pvs=21), 5 (https://www.notion.so/5-18125822504180cba237db48fffc734a?pvs=21), 6 (https://www.notion.so/6-181258225041807f939fd6b3c94bb5ae?pvs=21), 7 (https://www.notion.so/7-18125822504180a881eaf35f00933bd0?pvs=21), 8 (https://www.notion.so/8-1812582250418007ae7de1a6275903b0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),8,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,Bonus,Sports betting,87,,29,https://observador.pt/prognosticos/casas-de-apostas-com-bonus/
Como Jogar Banca Francesa,https://www.notion.so/2c625822504180e19b32d1b9e62de502,"1 (https://www.notion.so/1-181258225041804fbbe9ee9ecc310e99?pvs=21), 2 (https://www.notion.so/2-18125822504180d39cbde77f6315c037?pvs=21), 3 (https://www.notion.so/3-181258225041802bb705c6cc437fd2fb?pvs=21), 4 (https://www.notion.so/4-18125822504180e283e9f80d79eedb57?pvs=21), 5 (https://www.notion.so/5-18125822504180989ea3ed89c4a4ffc0?pvs=21)",0,0,0,0,0,0,0,0,0,0,0,0,0,Portugal (https://www.notion.so/Portugal-1612582250418087810ecf77a924a7bc?pvs=21),5,Observador (https://www.notion.so/Observador-c076070ec10740d08926e811846418ee?pvs=21),0,,Casino,144,,134,https://observador.pt/prognosticos/banca-francesa/
Melhores bets,https://www.notion.so/2c6258225041806a84e3d2b1e4b47bb9,"1 (https://www.notion.so/1-181258225041807aa367c90a5a859b94?pvs=21), 2 (https://www.notion.so/2-18125822504180af94fac3f5d3ff831f?pvs=21), 3 (https://www.notion.so/3-181258225041804ea384ddd48dc162e2?pvs=21), 4 (https://www.notion.so/4-18125822504180cf8b92e3a4e8ff1661?pvs=21), 5 (https://www.notion.so/5-18125822504180bb9480ecb1f3462310?pvs=21), 6 (https://www.notion.so/6-1812582250418090b455fcce25664abb?pvs=21), 7 (https://www.notion.so/7-1812582250418091b8f7d85bc7d8b83f?pvs=21)",800,800,800,0,0,0,0,0,0,0,0,800,0,Brazil (https://www.notion.so/Brazil-16125822504180ebbde2cd2d3093abaa?pvs=21),7,Trivela (https://www.notion.so/Trivela-4ac3c78012d94951836307a829f1608b?pvs=21),1,,Sports betting,68,35,92,https://trivela.com.br/apostas/casas/melhores-bets/
